Log Number,Voltage (V),Current (mA),Power (mW),Energy (J),State
36.5,7.271,591.5,4300.7965,1230.9290235483193,DRIVING
37.0,7.26,594.0,4312.44,1313.9018527517596,DRIVING
37.5,7.259,597.9,4340.1561,1208.5858917381556,DRIVING
38.0,7.263,583.0,4234.329,1256.567348715582,DRIVING
38.5,7.04,1320.4,9295.616,1117.3682084302154,DRIVING
39.0,7.263,599.4,4353.4421999999995,1339.3213721754796,DRIVING
39.5,7.259,1342.6,9745.9334,1208.5858917381556,DRIVING
40.0,7.261,591.0,4291.251,1252.4474585415182,DRIVING
40.5,7.259,595.5,4322.7345000000005,1186.4474014349958,DRIVING
41.0,7.254,593.5,4305.249,1273.1145594967982,DRIVING
41.5,7.259,597.4,4336.5266,1208.5858917381556,DRIVING
42.0,7.256,596.5,4328.204,1246.2803076713521,DRIVING
42.5,7.023,575.4,4041.0341999999996,1223.797647560958,DRIVING
43.0,7.259,592.5,4300.9575,1231.949482798638,DRIVING
43.5,7.256,597.7,4336.9112000000005,1324.4637222661397,DRIVING
44.0,7.255,602.7,4372.5885,1231.949482798638,DRIVING
44.5,7.255,602.4,4370.411999999999,1292.9049576322996,DRIVING
45.0,7.255,594.4,4312.371999999999,1197.4910663982,DRIVING
45.5,7.255,596.8,4329.784,1252.4474585415182,DRIVING
46.0,7.259,589.2,4277.0028,1169.4805487205117,DRIVING
46.5,7.255,597.1,4331.9605,1141.8015164591277,DRIVING
47.0,7.263,586.9,4262.6547,1178.4477788884756,DRIVING
47.5,6.955,1333.4,9273.797,1185.4459687710719,DRIVING
48.0,6.98,1344.9,9387.402000000002,1257.5983782916753,DRIVING
48.5,7.259,597.1,4334.3489,1265.8618361695394,DRIVING
49.0,7.021,1291.3,9066.2173,1231.949482798638,DRIVING
49.5,6.915,1349.6,9332.483999999999,1219.7318774548621,DRIVING
50.0,7.26,594.9,4318.974,1191.460906950078,DRIVING
50.5,7.263,592.2,4301.1486,1229.908987111032,DRIVING
51.0,7.26,601.4,4366.164,1220.7476857618396,DRIVING
51.5,7.251,597.8,4334.6478,1189.454236304952,DRIVING
52.0,7.26,601.6,4367.616,1143.7675970532782,DRIVING
52.5,7.257,601.2,4362.9084,1236.0355479302223,DRIVING
53.0,7.259,603.0,4377.177000000001,1164.5135526388394,DRIVING
53.5,7.256,597.6,4336.185600000001,1121.2597795675395,DRIVING
54.0,7.251,592.3,4294.7672999999995,1150.6621977432796,DRIVING
54.5,7.259,597.4,4336.5266,1238.0811173742,DRIVING
55.0,7.255,595.5,4320.3525,1086.4791796374793,DRIVING
55.5,7.266,595.5,4326.903,1150.6621977432796,DRIVING
56.0,7.376,603.2,4449.203200000001,1132.9750830304874,DRIVING
56.5,6.999,1352.4,9465.4476,1103.800983891488,DRIVING
57.0,7.246,595.2,4312.819200000001,1132.9750830304874,DRIVING
57.5,7.259,590.4,4285.7136,1219.7318774548621,DRIVING
58.0,7.263,594.3,4316.4009,1145.735368899552,DRIVING
58.5,7.26,593.5,4308.8099999999995,1189.454236304952,DRIVING
59.0,7.259,597.1,4334.3489,1100.9045032226222,DRIVING
59.5,7.257,582.6,4227.9282,1186.4474014349958,DRIVING
60.0,7.259,586.0,4253.774,1197.4910663982,DRIVING
60.5,7.181,1200.4,8620.072400000001,1121.2597795675395,DRIVING
61.0,7.163,883.2,6326.3616,1049.4185604377524,DRIVING
61.5,7.164,1369.4,9810.3816,1005.6102680762955,DRIVING
62.0,7.218,770.0,5557.86,1044.7137084352992,DRIVING
62.5,7.278,1248.0,9082.944,1026.9316721970483,DRIVING
63.0,7.302,569.2,4156.2984,1074.0541845019982,DRIVING
63.5,7.262,580.0,4211.96,1084.5629909809877,DRIVING
64.0,7.263,584.2,4243.0446,1092.2378931197,DRIVING
64.5,7.26,593.6,4309.536,1168.4863038781157,DRIVING
65.0,7.259,588.1,4269.017900000001,1157.5775162717998,DRIVING
65.5,7.259,596.4,4329.2676,1133.9541066037677,DRIVING
66.0,7.262,599.8,4355.7476,1078.8245725242552,DRIVING
66.5,7.046,1322.0,9314.812,1091.2770505067517,DRIVING
67.0,7.257,596.0,4325.172,1125.1581157133594,DRIVING
67.5,7.262,587.2,4264.2464,1117.3682084302154,DRIVING
68.0,7.263,589.9,4284.4437,1065.4941232828878,DRIVING
68.5,7.016,769.1,5396.0056,1048.4767444111992,DRIVING
69.0,7.258,583.4,4234.3171999999995,1038.1446737791682,DRIVING
69.5,7.263,589.0,4277.907,1061.7006447687556,DRIVING
70.0,7.257,588.7,4272.1959,1003.7668032611356,DRIVING
70.5,7.258,608.6,4417.218800000001,1113.4834023013873,DRIVING
71.0,7.26,580.1,4211.526,1120.2862525636622,DRIVING
71.5,7.343,567.7,4168.6211,1129.0632168676755,DRIVING
72.0,7.267,575.5,4182.1585000000005,1109.6053611810553,DRIVING
72.5,7.262,574.7,4173.4714,1043.7740064739019,DRIVING
73.0,7.27,582.2,4232.594,1013.0010398581755,DRIVING
73.5,7.263,576.1,4184.214300000001,1015.7795556913923,DRIVING
74.0,7.258,594.2,4312.703600000001,1122.2337293844475,DRIVING
74.5,7.258,853.7,6196.154600000001,1224.8151471200597,DRIVING
75.0,7.255,592.0,4294.96,1037.2079315089873,DRIVING
75.5,7.262,585.4,4251.1748,1160.5475664080595,DRIVING
76.0,7.266,590.3,4289.1197999999995,998.2465563283996,DRIVING
76.5,7.259,592.9,4303.8611,1003.7668032611356,DRIVING
77.0,7.259,594.5,4315.4755000000005,1072.1489889843115,DRIVING
77.5,7.255,584.8,4242.723999999999,1040.9574374678953,DRIVING
78.0,7.25,600.8,4355.799999999999,1079.7799185677995,DRIVING
78.5,7.256,601.5,4364.484,978.1358773219155,DRIVING
79.0,7.263,594.4,4317.1272,1023.2075350200003,DRIVING
79.5,7.257,581.4,4219.2198,1005.6102680762955,DRIVING
80.0,7.258,595.4,4321.4132,1037.2079315089873,DRIVING
80.5,7.259,584.8,4245.0632,967.2526699039753,DRIVING
81.0,6.9,1301.5,8980.35,1018.5618768418872,DRIVING
81.5,7.258,581.4,4219.8012,963.6384641149873,DRIVING
82.0,7.256,601.5,4364.484,969.0623096766556,DRIVING
82.5,7.259,592.8,4303.1352,1014.8529609339553,DRIVING
83.0,7.259,594.1,4312.5719,970.8736407014593,DRIVING
